FUNKSFAM	N_annotations	annotation list
8152	24	8152_645243718 Q5F6I8 EMBL:AE004969 RefSeq:YP_208611.1 ProteinModelPortal:Q5F6I8 STRING:242231.NGO1566 DNASU:3281359 EnsemblBacteria:AAW90199 GeneID:3281359 KEGG:ngo:NGO1566 PATRIC:20336642 eggNOG:COG4111 HOGENOM:HOG000219101 OMA:HPVGYLE OrthoDB:EOG62RS8R ProtClustDB:CLSK864395 BioCyc:NGON242231:GI2G-1467-MONOMER GO:GO:0016787 Gene3D:1.10.10.10 Gene3D:3.90.79.10 InterPro:IPR011213 InterPro:IPR015797 InterPro:IPR011991 PIRSF:PIRSF019423
8417	18	8417_645574489 C9RJS2 EMBL:CP001792 EMBL:CP002158 RefSeq:YP_003248267.1 RefSeq:YP_005820689.1 STRING:59374.Fisuc_0171 EnsemblBacteria:ACX73785 EnsemblBacteria:ADL24803 GeneID:12432205 GeneID:8520755 KEGG:fsc:FSU_0574 KEGG:fsu:Fisuc_0171 PATRIC:32140123 eggNOG:NOG10906 HOGENOM:HOG000133564 OMA:TISPRWL OrthoDB:EOG6RFZTB
8397	24	8397_645492499 Q7CGM9 EMBL:AE009952 EMBL:AE017042 EMBL:AL590842 PIR:AC0123 RefSeq:NP_670694.1 RefSeq:NP_994698.1 RefSeq:YP_002346048.1 STRING:214092.YPO1003 DNASU:1148342 EnsemblBacteria:AAM86945 EnsemblBacteria:AAS63575 GeneID:1148342 GeneID:1173841 GeneID:2763997 KEGG:ype:YPO1003 KEGG:ypk:y3395 KEGG:ypm:YP_3414 HOGENOM:HOG000002795 OMA:ATCVTDL OrthoDB:EOG67MF2T ProtClustDB:CLSK888713 BioCyc:YPES214092:GKDD-988-MONOMER
8371	25	8371_642371249 Q81NH0 EMBL:AE016879 EMBL:AE017334 EMBL:AE017225 RefSeq:NP_845532.1 RefSeq:YP_019865.1 RefSeq:YP_029253.1 STRING:198094.BA_3226 DNASU:1083786 EnsemblBacteria:AAP27018 EnsemblBacteria:AAT32340 EnsemblBacteria:AAT55304 GeneID:1083786 GeneID:2815565 GeneID:2850017 KEGG:ban:BA_3226 KEGG:bar:GBAA_3226 KEGG:bat:BAS2996 HOGENOM:HOG000093567 OMA:SYFIWPK OrthoDB:EOG6716N2 ProtClustDB:CLSK887320 BioCyc:BANT260799:GJAJ-3058-MONOMER BioCyc:BANT261594:GJ7F-3165-MONOMER
8526	27	8526_642432541 Q81XY6 EMBL:AE016879 EMBL:AE017334 EMBL:AE017225 RefSeq:NP_846034.1 RefSeq:YP_020414.1 RefSeq:YP_029755.1 STRING:198094.BA_3778 DNASU:1085858 EnsemblBacteria:AAP27520 EnsemblBacteria:AAT32890 EnsemblBacteria:AAT55806 GeneID:1085858 GeneID:2817024 GeneID:2850875 KEGG:ban:BA_3778 KEGG:bar:GBAA_3778 KEGG:bat:BAS3501 HOGENOM:HOG000000001 OMA:GSDINEV OrthoDB:EOG6N3CSC ProtClustDB:CLSK876825 BioCyc:BANT260799:GJAJ-3561-MONOMER BioCyc:BANT261594:GJ7F-3674-MONOMER InterPro:IPR006490 TIGRFAMs:TIGR01603
8491	19	8491_638344227 Q81PI5 EMBL:AE016879 EMBL:AE017334 RefSeq:NP_845166.1 RefSeq:YP_019462.1 DNASU:1087985 EnsemblBacteria:AAP26652 EnsemblBacteria:AAT31937 GeneID:1087985 GeneID:2814435 KEGG:ban:BA_2820 KEGG:bar:GBAA_2820 PATRIC:18783254 HOGENOM:HOG000091944 OMA:IKPYYGE OrthoDB:EOG63JR83 ProtClustDB:CLSK916737 BioCyc:BANT261594:GJ7F-2787-MONOMER
8469	22	8469_638867099 C6EL58 EMBL:CP001665 EMBL:CP001509 EMBL:AM946981 RefSeq:YP_003000057.1 RefSeq:YP_003035512.1 RefSeq:YP_003054911.1 STRING:469008.ECBD_1262 EnsemblBacteria:ACT28327 EnsemblBacteria:ACT44140 EnsemblBacteria:CAQ32797 GeneID:8114311 GeneID:8157406 GeneID:8179851 KEGG:ebd:ECBD_1262 KEGG:ebe:B21_02280 KEGG:ebl:ECD_02319 eggNOG:NOG12258 HOGENOM:HOG000122975 OMA:VIRISMM ProtClustDB:PRK10318
8606	25	8606_642408528 Q81P89 EMBL:AE016879 EMBL:AE017334 EMBL:AE017225 RefSeq:NP_845263.1 RefSeq:YP_019569.1 RefSeq:YP_028977.1 STRING:198094.BA_2927 DNASU:1088547 EnsemblBacteria:AAP26749 EnsemblBacteria:AAT32044 EnsemblBacteria:AAT55028 GeneID:1088547 GeneID:2817573 GeneID:2847838 KEGG:ban:BA_2927 KEGG:bar:GBAA_2927 KEGG:bat:BAS2719 HOGENOM:HOG000092478 OMA:GSLLDCM OrthoDB:EOG6KWXVR ProtClustDB:CLSK916866 BioCyc:BANT260799:GJAJ-2782-MONOMER BioCyc:BANT261594:GJ7F-2889-MONOMER
9027	15	9027_637779264 Q39U75 EMBL:CP000148 RefSeq:YP_006720933.1 STRING:269799.Gmet_1970 EnsemblBacteria:ABB32199 GeneID:3740150 KEGG:gme:Gmet_1970 PATRIC:22003200 eggNOG:COG4267 HOGENOM:HOG000225026 OMA:GFELRKM OrthoDB:EOG66QKTH ProtClustDB:CLSK867723 BioCyc:GMET269799:GHNY-2008-MONOMER
9412	24	9412_642084898 A5HXT3 EMBL:CP000727 EMBL:AM412317 RefSeq:YP_001252586.1 RefSeq:YP_001385997.1 STRING:413999.CBO0038 EnsemblBacteria:ABS36517 GeneID:5184293 GeneID:5398445 KEGG:cbh:CLC_0058 KEGG:cbo:CBO0038 PATRIC:19362115 eggNOG:NOG11147 HOGENOM:HOG000056266 OMA:VYPFTPH OrthoDB:EOG6Q2SPP ProtClustDB:CLSK882307 BioCyc:CBOT413999:GJ72-51-MONOMER BioCyc:CBOT441771:GIWX-49-MONOMER GO:GO:0003824 GO:GO:0008152 Gene3D:3.20.20.70 InterPro:IPR013785
9577	20	9577_642671401 A9ACC0 EMBL:CP000868 EMBL:AP009385 RefSeq:YP_001580111.1 RefSeq:YP_001945785.1 STRING:395019.Bmul_1927 EnsemblBacteria:ABX15614 EnsemblBacteria:BAG43249 GeneID:5765623 GeneID:6357912 KEGG:bmj:BMULJ_01313 KEGG:bmu:Bmul_1927 PATRIC:19164394 eggNOG:NOG67745 HOGENOM:HOG000258977 OMA:VSVICRD OrthoDB:EOG6W9XBT ProtClustDB:CLSK920506 BioCyc:BMUL395019:GIYO-1313-MONOMER
9746	25	9746_645100361 Q81MV5 EMBL:AE016879 EMBL:AE017334 EMBL:AE017225 RefSeq:NP_845748.1 RefSeq:YP_020101.1 RefSeq:YP_029470.1 STRING:198094.BA_3466 DNASU:1085687 EnsemblBacteria:AAP27234 EnsemblBacteria:AAT32576 EnsemblBacteria:AAT55521 GeneID:1085687 GeneID:2819326 GeneID:2848512 KEGG:ban:BA_3466 KEGG:bar:GBAA_3466 KEGG:bat:BAS3213 HOGENOM:HOG000094445 OMA:HYQQKSA OrthoDB:EOG6F81VP ProtClustDB:CLSK918162 BioCyc:BANT260799:GJAJ-3275-MONOMER BioCyc:BANT261594:GJ7F-3388-MONOMER
9871	17	9871_642239778 Q18D44 EMBL:AM180355 RefSeq:YP_001086775.1 ProteinModelPortal:Q18D44 STRING:272563.CD0306 DNASU:4913631 EnsemblBacteria:CAJ67128 GeneID:4913631 KEGG:cdf:CD630_03060 PATRIC:19438861 eggNOG:NOG13884 HOGENOM:HOG000055864 OMA:MFGYVTP OrthoDB:EOG6X10WW ProtClustDB:CLSK2534465 BioCyc:CDIF272563:GJFE-419-MONOMER
10018	23	10018_642673140 A9AD63 EMBL:CP000868 EMBL:AP009385 RefSeq:YP_001578385.1 RefSeq:YP_001947482.1 STRING:395019.Bmul_0193 EnsemblBacteria:ABX13888 EnsemblBacteria:BAG44946 GeneID:5765709 GeneID:6359416 KEGG:bmj:BMULJ_03071 KEGG:bmu:Bmul_0193 PATRIC:19168126 eggNOG:NOG68102 HOGENOM:HOG000254747 OMA:GRSPFGW OrthoDB:EOG61P6Q2 ProtClustDB:CLSK897613 BioCyc:BMUL395019:GIYO-3069-MONOMER GO:GO:0003676 InterPro:IPR012337 SUPFAM:SSF53098
10138	22	10138_642816805 Q8X7Z8 EMBL:AE005174 EMBL:BA000007 PIR:G91077 PIR:H85922 RefSeq:NP_289286.1 RefSeq:NP_311618.1 STRING:155864.Z4045 EnsemblBacteria:AAG57844 EnsemblBacteria:BAB37014 GeneID:914687 GeneID:958176 KEGG:ece:Z4045 KEGG:ecs:ECs3591 PATRIC:18356655 HOGENOM:HOG000253370 OMA:DIDNAPM OrthoDB:EOG6NPMBV ProtClustDB:CLSK880471 BioCyc:ECOL386585:GJFA-3559-MONOMER BioCyc:ECOO157:Z4045-MONOMER
10387	25	10387_642368978 Q81Z04 EMBL:AE016879 EMBL:AE017334 EMBL:AE017225 RefSeq:NP_843012.1 RefSeq:YP_022535.1 RefSeq:YP_026731.1 STRING:198094.BA_0473 DNASU:1088828 EnsemblBacteria:AAP24498 EnsemblBacteria:AAT35269 EnsemblBacteria:AAT52782 GeneID:1088828 GeneID:2820926 GeneID:2847820 KEGG:ban:BA_0473 KEGG:bar:GBAA_0473 KEGG:bat:BAS0451 HOGENOM:HOG000296806 OMA:MYQKIYE OrthoDB:EOG6D2KXZ ProtClustDB:CLSK876824 BioCyc:BANT260799:GJAJ-493-MONOMER BioCyc:BANT261594:GJ7F-511-MONOMER
10599	18	10599_645573460 C9RLU6 EMBL:CP001792 EMBL:CP002158 RefSeq:YP_003250593.1 RefSeq:YP_005822847.1 STRING:59374.Fisuc_2525 PRIDE:C9RLU6 EnsemblBacteria:ACX76111 EnsemblBacteria:ADL25875 GeneID:12434579 GeneID:8523164 KEGG:fsc:FSU_3094 KEGG:fsu:Fisuc_2525 PATRIC:32144831 eggNOG:NOG74843 OMA:INHERNS OrthoDB:EOG6NSGC3
10545	20	10545_643103276 C7T910 EMBL:AP011548 EMBL:FM179322 RefSeq:YP_003169954.1 RefSeq:YP_005864700.1 STRING:568703.LGG_00208 EnsemblBacteria:BAI40735 EnsemblBacteria:CAR86103 GeneID:12473283 GeneID:8420549 KEGG:lrg:LRHM_0208 KEGG:lrh:LGG_00208 PATRIC:22261750 eggNOG:NOG45618 HOGENOM:HOG000068309 OMA:AVFREIS OrthoDB:EOG6HJ244 ProtClustDB:CLSK581116 BioCyc:LRHA568703:GCGS-208-MONOMER
10682	22	10682_642310139 Q8XCY0 EMBL:AE005174 EMBL:BA000007 PIR:E91105 PIR:H85950 RefSeq:NP_289509.1 RefSeq:NP_311840.1 STRING:155864.Z4282 EnsemblBacteria:AAG58068 EnsemblBacteria:BAB37236 GeneID:916367 GeneID:958414 KEGG:ece:Z4282 KEGG:ecs:ECs3813 PATRIC:18357117 HOGENOM:HOG000124437 OMA:HARIGMN OrthoDB:EOG6FZ4H9 ProtClustDB:CLSK880534 BioCyc:ECOL386585:GJFA-3780-MONOMER BioCyc:ECOO157:Z4282-MONOMER
10669	16	10669_645661205 Q932I5 EMBL:BA000017 RefSeq:NP_370925.1 STRING:158878.SAV0401 DNASU:1120358 EnsemblBacteria:BAB56563 GeneID:1120358 KEGG:sav:SAV0401 PATRIC:19561418 eggNOG:NOG12793 HOGENOM:HOG000267550 OMA:MESKPIT OrthoDB:EOG6SV550 ProtClustDB:CLSK884621 BioCyc:SAUR158878:GJJ5-402-MONOMER
10616	20	10616_644388843 C6GT46 EMBL:FM252032 RefSeq:YP_003028253.1 RefSeq:YP_003028719.1 STRING:568814.SSUBM407_0974 EnsemblBacteria:CAZ55324 EnsemblBacteria:CAZ55833 GeneID:8154440 GeneID:8154833 KEGG:ssb:SSUBM407_0490 KEGG:ssb:SSUBM407_0974 PATRIC:19781750 eggNOG:NOG13143 HOGENOM:HOG000253062 OMA:FKHEFSK OrthoDB:EOG6C8N4X ProtClustDB:CLSK884626 BioCyc:SSUI568814:GJD0-1044-MONOMER BioCyc:SSUI568814:GJD0-550-MONOMER
10897	32	10897_637201490 Q7CJ41 EMBL:AE009952 EMBL:AE017042 EMBL:AL590842 PIR:AD0301 RefSeq:NP_669040.1 RefSeq:NP_993615.1 RefSeq:YP_002347431.1 STRING:214092.YPO2467 DNASU:1146670 EnsemblBacteria:AAM85291 EnsemblBacteria:AAS62492 GeneID:1146670 GeneID:1175301 GeneID:2765243 KEGG:ype:YPO2467 KEGG:ypk:y1723 KEGG:ypm:YP_2286 HOGENOM:HOG000118305 KO:K07012 OMA:VACHWIR OrthoDB:EOG6F55B4 ProtClustDB:CLSK870046 BioCyc:YPES214092:GKDD-2437-MONOMER GO:GO:0004386 InterPro:IPR006483 InterPro:IPR013395 InterPro:IPR027417 SUPFAM:SSF52540 TIGRFAMs:TIGR02562 PROSITE:PS51643
11051	15	11051_638744805 B7V288 EMBL:FM209186 RefSeq:YP_002437780.1 STRING:557722.PLES_01721 EnsemblBacteria:CAW24899 GeneID:7175290 KEGG:pag:PLES_01721 PATRIC:19809804 eggNOG:NOG29081 HOGENOM:HOG000225353 OMA:PLQFTFR OrthoDB:EOG6F296T ProtClustDB:CLSK865655 BioCyc:PAER557722:GHJW-172-MONOMER
11048	19	11048_642087204 C3KU36 EMBL:CP001083 RefSeq:YP_002863459.1 RefSeq:YP_002864198.1 EnsemblBacteria:ACQ53442 EnsemblBacteria:ACQ53489 GeneID:7878386 GeneID:7880357 KEGG:cbi:CLJ_B2696 KEGG:cbi:CLJ_B3463 PATRIC:19413721 eggNOG:COG1915 HOGENOM:HOG000224383 OMA:GTAIAHT OrthoDB:EOG6XWV0C ProtClustDB:CLSK924607 BioCyc:CBOT515621:GCP3-2664-MONOMER BioCyc:CBOT515621:GCP3-3422-MONOMER
11042	25	11042_643032337 O53513 EMBL:CP003248 RefSeq:NP_216695.1 RefSeq:YP_006515598.1 PDB:4HEC PDB:4HVJ PDBsum:4HEC PDBsum:4HVJ ProteinModelPortal:O53513 SMR:O53513 STRING:83332.Rv2179c EnsemblBacteria:AFN50127 GeneID:13318867 GeneID:887927 KEGG:mtu:Rv2179c KEGG:mtv:RVBD_2179c PATRIC:18126670 OMA:EFYAVST OrthoDB:EOG6SV589 ProtClustDB:CLSK872022 GO:GO:0003676 GO:GO:0040007 InterPro:IPR012337 SUPFAM:SSF53098
11015	16	11015_637002089 B1X7K8 EMBL:CP000948 RefSeq:YP_001731062.1 ProteinModelPortal:B1X7K8 STRING:316385.ECDH10B_2275 EnsemblBacteria:ACB03284 GeneID:6058750 KEGG:ecd:ECDH10B_2275 PATRIC:18464398 eggNOG:NOG14865 HOGENOM:HOG000122178 OMA:RREAYMR OrthoDB:EOG65XMZV ProtClustDB:CLSK880298 BioCyc:ECOL316385:GJ8B-2188-MONOMER
11073	15	11073_645062512 Q2SV05 EMBL:CP000086 RefSeq:YP_443244.1 STRING:271848.BTH_I2730 EnsemblBacteria:ABC38262 GeneID:3847506 KEGG:bte:BTH_I2730 PATRIC:19308628 eggNOG:NOG75976 HOGENOM:HOG000254286 OMA:WVITESD OrthoDB:EOG6NKR34 ProtClustDB:CLSK719988 BioCyc:BTHA271848:GJMY-2731-MONOMER
11451	16	11451_644056346 D3PRE0 EMBL:CP001743 EMBL:CP005385 RefSeq:YP_003507043.1 RefSeq:YP_007879990.1 EnsemblBacteria:ADD28023 EnsemblBacteria:AGK04493 GeneID:15335803 GeneID:8879356 KEGG:mrb:Mrub_1261 KEGG:mre:K649_05965 PATRIC:35358684 HOGENOM:HOG000274278 OMA:RKVQDVE BioCyc:MRUB504728:GI6U-1290-MONOMER
11681	21	11681_645122509 L7N615 EMBL:AE000516 EMBL:AL123456 PIR:E70939 RefSeq:NP_214763.1 RefSeq:NP_334667.1 RefSeq:YP_006513573.1 EnsemblBacteria:AAK44481 EnsemblBacteria:CCP42978 GeneID:13316236 GeneID:886671 GeneID:923173 KEGG:mtc:MT0263 KEGG:mtu:Rv0249c KEGG:mtv:RVBD_0249c TubercuList:Rv0249c HOGENOM:HOG000022244 OMA:YTLSCHS BioCyc:MTBCDC:MT0263-MONOMER BioCyc:MTBRV:RV0249C-MONOMER
11815	16	11815_638516986 A1UVM0 EMBL:CP000525 RefSeq:YP_990023.1 ProteinModelPortal:A1UVM0 STRING:320388.BMASAVP1_0413 EnsemblBacteria:ABM47863 GeneID:4677288 KEGG:bmv:BMASAVP1_0413 PATRIC:19150197 eggNOG:NOG69375 HOGENOM:HOG000197282 OMA:LWTFWYR OrthoDB:EOG6GJBSR ProtClustDB:CLSK922531 BioCyc:BMAL320388:GHFL-3945-MONOMER
11765	21	11765_641117179 A6CL71 EMBL:ABCF01000117 EMBL:ABCF01000081 EMBL:ABCF01000074 EMBL:ABCF01000036 EMBL:ABCF01000019 EMBL:ABCF01000014 EMBL:ABCF01000007 EMBL:ABCF01000006 EnsemblBacteria:EDL62649 EnsemblBacteria:EDL62981 EnsemblBacteria:EDL63069 EnsemblBacteria:EDL63856 EnsemblBacteria:EDL64481 EnsemblBacteria:EDL64733 EnsemblBacteria:EDL65203 EnsemblBacteria:EDL65296 GO:GO:0003677 InterPro:IPR009057 SUPFAM:SSF46689
11947	16	11947_645111246 C9XKL1 EMBL:FN538970 EMBL:AVIE01000159 RefSeq:YP_003213555.1 ProteinModelPortal:C9XKL1 STRING:645462.CD196_0511 EnsemblBacteria:CBA60992 GeneID:8463593 KEGG:cdc:CD196_0511 PATRIC:19447208 eggNOG:NOG07105 HOGENOM:HOG000056890 OMA:SHPDIFY OrthoDB:EOG6R87D0 BioCyc:CDIF645462:GJED-597-MONOMER
12365	24	12365_642290482 Q8XAE1 EMBL:AE005174 EMBL:BA000007 PIR:G85974 PIR:G91129 RefSeq:NP_289700.1 RefSeq:NP_312034.1 STRING:155864.Z4481 EnsemblBacteria:AAG58259 EnsemblBacteria:BAB37430 GeneID:916160 GeneID:958593 KEGG:ece:Z4481 KEGG:ecs:ECs4007 PATRIC:18357521 HOGENOM:HOG000229555 OMA:CSESTLT OrthoDB:EOG6GBMFR ProtClustDB:PRK09974 BioCyc:ECOL386585:GJFA-3968-MONOMER BioCyc:ECOO157:SOHA-MONOMER GO:GO:0008233 GO:GO:0006508
12343	15	12343_643263981 Q8Z2M9 EMBL:AE014613 EMBL:AL513382 RefSeq:NP_458112.1 RefSeq:NP_807325.1 STRING:220341.STY3948 EnsemblBacteria:AAO71185 EnsemblBacteria:CAD03165 KEGG:stt:t3689 PATRIC:18546086 HOGENOM:HOG000218430 OMA:VGYRFTT OrthoDB:EOG6T1WPP ProtClustDB:CLSK874527
12229	22	12229_642308336 Q8X615 EMBL:AE005174 EMBL:BA000007 PIR:C90926 PIR:G85774 RefSeq:NP_288106.1 RefSeq:NP_310406.1 STRING:155864.Z2700 EnsemblBacteria:AAG56659 EnsemblBacteria:BAB35802 GeneID:912520 GeneID:961643 KEGG:ece:Z2700 KEGG:ecs:ECs2379 PATRIC:18354098 HOGENOM:HOG000120953 OMA:GLCEWLE OrthoDB:EOG6QZMQP ProtClustDB:PRK09947 BioCyc:ECOL386585:GJFA-2352-MONOMER BioCyc:ECOO157:Z2700-MONOMER
12413	15	12413_645426353 A0QJX3 EMBL:CP000479 RefSeq:YP_883211.1 STRING:243243.MAV_4060 EnsemblBacteria:ABK68972 GeneID:4529346 KEGG:mav:MAV_4060 PATRIC:17989812 eggNOG:NOG12693 HOGENOM:HOG000048126 OMA:TERLTYD OrthoDB:EOG67MF1T ProtClustDB:CLSK872147 BioCyc:MAVI243243:GH3Y-4059-MONOMER
12396	23	12396_642248091 B5Z196 EMBL:CP001164 RefSeq:YP_002273576.1 STRING:444450.ECH74115_5538 EnsemblBacteria:ACI39233 GeneID:6970489 KEGG:ecf:ECH74115_5538 PATRIC:18371607 eggNOG:COG1896 HOGENOM:HOG000006145 KO:K06952 OMA:QRIYVEN OrthoDB:EOG63FW2V ProtClustDB:CLSK816415 BioCyc:ECOL444450:GHOB-5512-MONOMER GO:GO:0046872 GO:GO:0008081 GO:GO:0008152 Gene3D:1.10.3210.10 InterPro:IPR003607 InterPro:IPR006674 SMART:SM00471
12609	20	12609_645461574 A5F059 EMBL:CP000626 EMBL:CP001236 RefSeq:YP_001215376.1 RefSeq:YP_002821791.1 ProteinModelPortal:A5F059 STRING:345073.VC0395_0537 EnsemblBacteria:ABQ18512 EnsemblBacteria:ACP11555 GeneID:5134826 GeneID:7777785 KEGG:vco:VC0395_0537 KEGG:vcr:VC395_A0721 eggNOG:COG0618 HOGENOM:HOG000006901 OMA:ISNYQLM ProtClustDB:CLSK869676 InterPro:IPR016877 PIRSF:PIRSF028235
12810	16	12810_638973249 A1V310 EMBL:CP000526 RefSeq:YP_992613.1 ProteinModelPortal:A1V310 STRING:320388.BMASAVP1_A1278 EnsemblBacteria:ABM50158 GeneID:4681386 KEGG:bmv:BMASAVP1_A1278 PATRIC:19155319 eggNOG:NOG77263 HOGENOM:HOG000227258 OMA:HFRVTST OrthoDB:EOG6XM782 ProtClustDB:CLSK707276 BioCyc:BMAL320388:GHFL-1279-MONOMER
12804	20	12804_637040857 Q0P8T3 EMBL:AL111168 PIR:A81276 RefSeq:YP_002344714.1 ProteinModelPortal:Q0P8T3 STRING:192222.Cj1324 EnsemblBacteria:CAL35438 GeneID:905616 KEGG:cje:Cj1324 PATRIC:20059612 HOGENOM:HOG000057295 OMA:LHTYLMY OrthoDB:EOG6HQSKW ProtClustDB:CLSK2410374 BioCyc:CJEJ192222:GJTS-1297-MONOMER Gene3D:3.40.50.620 InterPro:IPR020022 InterPro:IPR014729 TIGRFAMs:TIGR03573
12778	17	12778_640991887 A5F2G6 EMBL:CP000627 EMBL:CP001235 RefSeq:YP_001216592.1 RefSeq:YP_002819385.1 STRING:345073.VC0395_A0642 EnsemblBacteria:ABQ21883 EnsemblBacteria:ACP09149 GeneID:5135822 GeneID:7775098 KEGG:vco:VC0395_A0642 KEGG:vcr:VC395_1139 eggNOG:NOG09958 HOGENOM:HOG000273553 OMA:QWRHLGY ProtClustDB:CLSK874226
12986	15	12986_638356719 B0U677 EMBL:CP000941 RefSeq:YP_001775269.1 STRING:405440.Xfasm12_0636 EnsemblBacteria:ACA11639 GeneID:6119321 KEGG:xfm:Xfasm12_0636 PATRIC:24137620 eggNOG:NOG15007 HOGENOM:HOG000219512 OMA:REAFIHE OrthoDB:EOG6GN78H ProtClustDB:CLSK2300926 BioCyc:XFAS405440:GH0D-664-MONOMER
12972	20	12972_638867848 C5W4W7 EMBL:CP001665 EMBL:AM946981 RefSeq:YP_002999503.2 RefSeq:YP_003036125.1 STRING:469008.ECBD_1893 EnsemblBacteria:ACT28940 EnsemblBacteria:CAQ32225 GeneID:8113687 GeneID:8158970 KEGG:ebd:ECBD_1893 KEGG:ebe:B21_01708 eggNOG:NOG70266 HOGENOM:HOG000121098 OMA:RTMSQHY ProtClustDB:CLSK880180 GO:GO:0051536 InterPro:IPR017896 PROSITE:PS51379
12965	16	12965_645644703 B0K1X3 EMBL:CP000923 RefSeq:YP_001663357.1 ProteinModelPortal:B0K1X3 STRING:399726.Teth514_1735 EnsemblBacteria:ABY93021 GeneID:5876923 KEGG:tex:Teth514_1735 PATRIC:23893136 eggNOG:NOG75679 HOGENOM:HOG000021862 OMA:LENDVMA OrthoDB:EOG6BGP5V ProtClustDB:CLSK901266 BioCyc:TSP399726:GHCK-1774-MONOMER
12930	18	12930_638659841 Q0TBM4 EMBL:CP000247 RefSeq:YP_671556.1 STRING:362663.ECP_3681 EnsemblBacteria:ABG71655 GeneID:4188072 KEGG:ecp:ECP_3681 PATRIC:18198239 eggNOG:NOG29606 HOGENOM:HOG000126069 OMA:INWGRSA OrthoDB:EOG6XDGZ2 PhylomeDB:Q0TBM4 ProtClustDB:CLSK894517 BioCyc:ECOL362663:GIY5-3710-MONOMER InterPro:IPR013022 SUPFAM:SSF51658
13231	14	13231_645112235 C9XRX0 EMBL:FN538970 RefSeq:YP_003214489.1 STRING:645462.CD196_1461 EnsemblBacteria:CBA62806 GeneID:8464281 KEGG:cdc:CD196_1461 PATRIC:19449222 eggNOG:NOG44366 HOGENOM:HOG000088203 OMA:GDGYLYQ OrthoDB:EOG6358FS BioCyc:CDIF645462:GJED-1546-MONOMER
13155	15	13155_642085088 C3L044 EMBL:CP001083 RefSeq:YP_002861310.1 STRING:515621.CLJ_B0503 EnsemblBacteria:ACQ53737 GeneID:7878938 KEGG:cbi:CLJ_B0503 PATRIC:19409436 eggNOG:NOG311587 HOGENOM:HOG000276990 OMA:GGWIQNR OrthoDB:EOG6M6JK9 ProtClustDB:CLSK971603 BioCyc:CBOT515621:GCP3-489-MONOMER
13472	23	13472_645351380 C6EHX1 EMBL:CP001665 EMBL:CP001509 EMBL:AM946981 RefSeq:YP_003000605.1 RefSeq:YP_003034971.1 RefSeq:YP_003055469.1 STRING:469008.ECBD_0717 EnsemblBacteria:ACT27786 EnsemblBacteria:ACT44698 EnsemblBacteria:CAQ33361 GeneID:8116443 GeneID:8158736 GeneID:8180506 KEGG:ebd:ECBD_0717 KEGG:ebe:B21_02844 KEGG:ebl:ECD_02894 eggNOG:NOG77853 HOGENOM:HOG000229187 KO:K13651 OMA:MEKGTPH ProtClustDB:CLSK881375
13450	15	13450_640235193 A1REW0 EMBL:CP000503 RefSeq:YP_961759.1 STRING:351745.Sputw3181_0354 EnsemblBacteria:ABM23205 GeneID:4659246 KEGG:shw:Sputw3181_0354 PATRIC:23594095 eggNOG:NOG84687 HOGENOM:HOG000003105 OMA:HGWFFRN OrthoDB:EOG67MF48 ProtClustDB:CLSK912575 BioCyc:SSP351745:GCOY-365-MONOMER
13436	18	13436_642983065 E6AYF4 EMBL:ADUM01000115 EMBL:ADUM01000100 EMBL:ADUM01000093 EMBL:ADUM01000078 EMBL:ADUM01000075 EMBL:ADUM01000074 EMBL:ADUM01000070 EMBL:ADUM01000008 EnsemblBacteria:EFU96145 EnsemblBacteria:EFU97369 EnsemblBacteria:EFU97638 EnsemblBacteria:EFU98547 EnsemblBacteria:EFU98582 EnsemblBacteria:EFU98719 EnsemblBacteria:EFU98990 EnsemblBacteria:EFV00094
13554	8	13554_644272420 G2T4X9 EMBL:CP003040 RefSeq:YP_004840350.1 EnsemblBacteria:AEN98418 GeneID:11148830 KEGG:rho:RHOM_16570 BioCyc:RHOM585394:GHYQ-3356-MONOMER
13534	13	13534_637751360 Q3A3Q8 EMBL:CP000142 RefSeq:YP_006717489.1 STRING:338963.Pcar_1756 EnsemblBacteria:ABA88999 GeneID:3724445 KEGG:pca:Pcar_1756 PATRIC:22889710 eggNOG:NOG39631 OMA:WTAHEWL OrthoDB:EOG618QR2 BioCyc:PCAR338963:GKDU-1948-MONOMER
13855	13	13855_645146835 D0MHI5 EMBL:CP001807 RefSeq:YP_003290331.1 STRING:518766.Rmar_1051 EnsemblBacteria:ACY47943 GeneID:8567692 KEGG:rmr:Rmar_1051 PATRIC:32316159 eggNOG:NOG43736 HOGENOM:HOG000129114 OrthoDB:EOG6G20QW BioCyc:RMAR518766:GJJ8-1072-MONOMER
13797	15	13797_638971283 A1V634 EMBL:CP000526 RefSeq:YP_993687.1 STRING:320388.BMASAVP1_A2381 EnsemblBacteria:ABM50255 GeneID:4678840 KEGG:bmv:BMASAVP1_A2381 PATRIC:19157479 eggNOG:NOG76635 HOGENOM:HOG000020096 OMA:AHAPVIL OrthoDB:EOG6QP13H ProtClustDB:CLSK923682 BioCyc:BMAL320388:GHFL-2381-MONOMER
